plate,legal,personalize,meaning
NEIGEFU,0,1,"NEIGE IS SNOW IN FRENCH, SLANG FOR COCAINE AND CRACK"
NO THOTS,0,1,THOT=THAT HO OVER THERE. SLANG FOR A HO
NUKEDAD,0,1,NUKE=NUCLEAR EXPLOSION
OG SITH,0,1,OG=ORIGINAL GANGSTER
OHYAYOU,0,1,"OH YAYU, LIKE YAYO (COCAINE)"
PPLOPEZ,0,1,"peepee, urine"
RED ONE,1,1,RED=GANG COLOR
RED  X,1,1,RED=GANG COLOR
R8DRS88,0,1,"88=hate symbol, no 1988 car on ani"
SKUL 13,0,1,13=gang number
SMEL YA,0,1,INSULTING?
TAVRA69,0,1,"69=sexual, no 1969 car on ani"
THUGBUS,0,1,THUG
U SAVAGE,0,1,"calling someone else a savage, pulled for 'you'"
WAR LIFE,0,1,war
WINCSTR,0,1,WINCHESTER IS A RIFLE AND SHOTGUN MANUFACTURER
YESCA 98,0,1,SLANG FOR MARIJUANA
18CPO93,0,1,18=HATE SYMBOL
187 RKSN,0,1,187=MURDER
6H6LS6,1,1,666
8ONE8DC,0,1,818=WINNETKA AREA CODE
88NA858,0,1,"88=HATE SYMBOL, 858=SAN DIEGO AREA CODE"
CYCO VET,0,1,PSYCHO VETERAN
13ATMAN,0,1,SUBSTITUTED 13 FOR B IN BATMAN..
S$SSYB,0,1,SASSY B=SASSY BITCH (CHANEL SALISBURY)
325$G,1,1,G=GANGSTER
M24OMG,0,1,"M24 IS A SNIPER RIFLE, THIS IS A VET PLATE (M24 OH MY GOD)"
EASY,1,1,easy can have sexual connotations
G GLASS,1,1,g=gangster
ITSA SS,0,1,"its ass, (there is just a 1/2 space between the 'a' and 'ss' )no chevy on ani. Customer has Toyota"
JERSEYG,0,1,JERSEY GANGSTER. LAST NAME STARTS WITH A 'G'
NASTY2U,0,1,"NASTY TO YOU, PULLED BECAUSE OF THE ""YOU"""
18GHOST,0,1,18=HATE SYMBOL
7JOYL88,0,1,88=HATE SYMBOL
DVS BLUE,1,1,BLUE=GANG COLOR
SVRTNT,0,1,PULLED FOR TNT
ALIST B,0,1,STAND ALONE B
ANGRY69,0,1,COULD HAVE SEXUAL CONNOTATION (NO 1969 ON ANI)
BDAS 25O,0,1,BAD ASS
BOMB 41,0,1,PULLED FOR BOMB
BOSSCAT,1,1,PULLED FOR CAT (1969 MERCURY ON ANI)
BZRANGO,0,1,"BZ, BEEZY = BITCH"
CABRL14,0,1,14 = GANG NUMBER
CBOYZ88,0,1,88 = HATE NUMBER
CHI1374,1,1,13 = GANG NUMBER
CHV69LE,1,1,COULD HAVE SEXUAL CONNOTATION (1969 CHEVY ON ANI)
CM PP,0,1,SEE MY PP ?
CREAPER,0,1,"CREEPER, OFFENSIVE?"
DAMM1TT,0,1,DAMNIT
DATT A55,0,1,THAT ASS
DCBZ TX,1,1,"BZ, BEEZY = BITCH"
DIP N IT,0,1,DIP IN IT
ELE 1O14,1,1,14 = GANG NUMBER
ES SUCIO,0,1,URBAN TOP DEFINITION SAYS CAN MEAN MALE WHORE IN SPANISH
GRMREAP,1,1,"GRIM REAPER, HOSTILE"
GUNMTAL,0,1,"GUN METAL, HOSTILE"
GUTP1LE,0,1,GUT PILE
IEDS X5,0,1,IEDS = IMPROVISED EXPLOSIVE DEVICE
JDGRNDG,0,1,PULLED FOR GRINDING
LOCKRUP,0,1,LOCK HER UP?
MO WET1,0,1,COULD HAVE SEXUAL CONNOTATION
M3JWP13,0,1,13 = GANG NUMBER
NO H8TE,0,1,H8TE = HATE
PHATT 5O,1,1,PULLED FOR 5O
PIMP327,0,1,PULLED FOR PIMP
PUTOMAS,0,1,PULLED FOR PUTO
RLY TACO,0,1,PULLED FOR TACO
SCNDREL,1,1,SCOUNDREL
SLUMRCN,0,1,"SLUMERICAN, OFFENSIVE?"
SOUL WNR,1,1,WNR COULD BE TAKEN AS WEINER
SQATCH1,0,1,SQUATCH CAN BE VULGAR TERM FOR VAGINA
SUKI214,1,1,14 = GANG NUMBER
TACO4CP,0,1,PULLED FOR TACO
T BURNA,0,1,COULD BE MARIJUANA REFERENCE
THEMNKY,0,1,PULLED FOR MONKEY
TRD TONY,0,1,PULLED FOR TRD
UNDEATH,0,1,PULLED FOR DEATH
VANRKY1,1,1,"ANARCHY, HOSTILE"
1371 ENG,1,1,13 = GANG NUMBER
31O HB,0,1,310 = AREA CODE
6872 V14,1,1,14 = GANG NUMBER
7MENDO7,0,1,707 = AREA CODE
8BCHBUM,1,1,BCH CAN BE SHORT FOR BITCH
88AMAYA,0,1,88 = HATE NUMBER
93OO5A2,0,1,LOOK ALIKE
C8H18 X,1,1,18 = GANG NUMBER
D POWER2,0,1,COULD HAVE SEXUAL CONNOTATION
MIAOW,1,1,MEOW
SUGAM$M,0,1,COULD HAVE SEXUAL CONNOTATION
$55 88,0,1,88 = HATE NUMBER
BCHP1Z,0,1,BITCH PLEASE
K9 95B,0,1,POLICE REFERENCE
CBRNCTA,0,1,PULLED FOR CABRON
GLFATIK,1,1,ATIK = ADDICT
PAQNLOW,0,1,PACKIN' LOW?
PDS8888,0,1,88 = HATE NUMBER
QB ONROX,0,1,QB = QUEEN BITCH
RICH569,0,1,PULLED FOR 69 (NO 1969 ON ANI)
TMGLIFE,1,1,TMG = TAKE MANS GASH (GIRL)
WILLFYB,0,1,FYB = FUCK YO BITCH
WOODY T,0,1,PULLED FOR WOODY
8HP888,0,1,88 = HATE NUMBER
PMPN GW,0,1,PMPN = PIMPIN'?
ST4R W4R,0,1,STAR WAR IS  MARKED UNACCEPTABLE
TPA BOY,0,1,"TPA CAN = TITS, PUSSY, ASS"
AHHH RUN,1,1,THREATENING (NAME ISNT AARON)
AWSHIID,0,1,aww shit
BLAKSMC,0,1,"SMC=SUCK MY COCK (auto plate, not m/c)"
BOBBYBM,0,1,BM=BOWEL MOVEMENT… BOOM=EXPLOSION
BRK CAKE,0,1,CAKE=ASS
BS BABY,0,1,BS=BULLSHIT BABY
CHOCHE,0,1,PUSSY IN SPANISH
DA DON,0,1,DON=BOSS OF A MAFIA FAMILY
DGO 197O,0,1,"DGO=DAGO, AN OFFENSIVE TERM FOR SOMEONE OF ITALIAN DESCENT. ANI SHOWED A FORD, NO DODGE"
DONKEY,0,1,ASS
D MUSCLE,0,1,D=DICK
FAST JU,0,1,fast jew (customer name is Julius though)
FOTO4KA,0,1,4KA=FUCKER (NOT CUSTOMER INITIALS)
FUCTRMP,0,1,FUCK TRUMP
GARCHO4,0,1,GARCHO=TO FUCK
GATO814,1,1,"gato=cat, has truck not cat car"
GO UGLY,0,1,CALLING SOMEONE UGLY
HH 169,0,1,"HH=HEIL HITLER. CUSTOMER LAST NAME IS HERNANDEZ. HIS BDAY IS 12/1/82, NO 69 CAR"
IB TACO,0,1,TACO=PUSSY.. CUSTOMER LIVES IN IMPERIAL BEACH
IDAREYU,0,1,BECAUSE OF THE 'YOU'.. TAUNTING
IH8TRMP,0,1,hate
ILL DUCE,0,1,DUCE=AN ITALIAN TITLE (DUKE) MUSSOLINI REFERED TO HIMSELF AS 'IL DUCE'. DUCE IS ALSO SHIT (IL DUCE WAS DENIED 5/2016)
ITHC 594,0,1,"THC=MARIJUANA, ALSO AN AUTO PLATE LOOK-ALIKE"
LTD TACO,0,1,TACO=PUSSY  DOES HAVE A TOYOTA TRUCK
MEGABXX,0,1,MEGABITCH
MURCA MF,0,1,AMERICA MOTHERFUCKER
N2SLAYR,0,1,PULLED FOR SLAYER (KILLER) BUT IT IS A BAND AND HE SAYS 'INTO' IT
OG BILL,0,1,OG=ORIGINAL GANGSTER
OGSNOOK,0,1,OG=ORIGINAL GANGSTER
OG 225,0,1,OG=ORIGINAL GANGSTER
PNDTOWN,0,1,"Pound Town is a euphemism for sex (INTERESTLY, THERE IS A TOWN CALLED POUND, WISCONSIN)"
PSLM713,0,1,"PSALMS 7:13=He has prepared his deadly weapons; he makes ready his flaming arrows. PSALMS 71:3 Be my rock of safety where I can always hide. Give the order to save me, for you are my rock and my fortress. (First one sounds questionable)"
PUF PUF,0,1,MARIJUANA REFERENCE
RUHIIAM,0,1,ARE YOU HIGH? I AM.
SAMBU 14,0,1,"14=HATE SYMBOL, NO 2014 CAR"
SHAW 13,0,1,13=gang number
TRUMP 4U,0,1,BECAUSE OF THE 'YOU'
WT WLY,0,1,"WET WILLY, 2 SIMILAR CONFIGURATIONS ARE UNACCEPTABLE. PULLED BECAUSE OF WET AND WILLY BUT A 'WET WILLY' ISNT SEXUAL"
2KANOS,0,1,GOOGLE TRANSLATE SAYS IT MEANS 'HORNY' IN HUNGARIAN
362 RED1,1,1,RED=GANG COLOR
51ODANY,1,1,"510 IS A BAY AREA AREA CODE, CUSTOMER IS IN SANTA ROSA. 510 IS A DATSUN/NISSAN MODEL, CUSTOMER HAS A NISSAN"
64ADE88,0,1,88=HATE SYMBOL
8DA4PEX,0,1,ATE THE?
BDUB88,0,1,88=HATE SYMBOL
BLUBIYU,0,1,BLEW BY YOU COULD BE SEXUAL OR BLUE BAYOU THE SONG
KFHBLKD,0,1,KFH=KILLER FOR HIRE
OOGIE B,0,1,"OOGIE CAN MEAN GROSS, B=BITCH"
MOTHA 2,0,1,"MOTHA=MUTHA=MOTHERFUCKER, SHE DOES HAVE THE PLATE ""MOTHAZ"" SINCE 2006"
SUKALDI,0,1,PULLED FOR SUCK. CHOCOLATE IN ICELANDIC IS 'SUKKULADI' SO IT LOOKS QUESTIONALBLE IN ENGLISH
GARCI 87,0,1,"187=MURDER, THERE IS JUST A HALF SPACE BETWEEN THE I AND THE 8, LAST NAME IS GARCIADIAZ"
GNJ14,0,1,14=HATE SYMBOL
FN 2187R,0,1,"STORMTROOPER NAME IS FN2187… FN=EFFIN, 187=MURDER"
MEGMO13,0,1,13=gang number
M1CAKES,0,1,"MY CAKES, CAKES=ASS (MICAKES IS ALREADY UNACCEPTABLE)"
TANALOC,0,1,"LOC IS A TERM CRIPS USE TO CALL EACH OTHER, GANG REFERENCE"
USA 88,0,1,"88=HATE SYMBOL, F/O ASSIGNED TO AN '02 LINCOLN."
5 THEDON,0,1,DON=BOSS OF A MAFIA FAMILY
HALLYEA,0,1,"hell yeah, CUSTOMER LAST NAME IS HALL"
MEKUM,0,1,me cum
GCS13,0,1,"13, GANG REFERENCE"
ADADEE,1,1,"""ADD A D"" THE D COULD STAND FOR DICK, SEXUAL REFERENCE"
AK47S84,0,1,"AK47, WEAPON REFERENCE"
ALLHUSL,1,1,HUSTLE IS A TERM THAT IS USED BY DRUG DEALERS AND GANG MEMBERS A LOT
AMF8112,0,1,AMF CAN STAND FOR AUDIOS MOTHER FUCKER
ATEASE1,1,1,"TEASE, SEXUAL REFERENCE"
BAEZILA,1,1,ZILLA IS A GANG
BCHRS65,1,1,BCH COULD STAND FOR BITCH
BEEZ5OO,0,1,"""BEEZY"" ANOTHER WORD FOR BITCH"
BIGAZUL,0,1,"AZUL IS BLUE IN SPANISH, GANG REFERENCE"
BJATRD,1,1,"TRD IS SIMILAR TO TURD, OBSCENE"
BLHWK88,0,1,"88, GANG REFERENCE"
BLKNWET,0,1,WET COULD BE CONSIDERED A SEXUAL REFERENCE
BLOJP,0,1,LOOKS LIKE BLOW JP WHICH COULD BE CONSIDERED SEXUAL
BLUEVOX,1,1,"BLUE, GANG REFERENCE"
BL8KOWT,1,1,"BLACK OUT, COULD EITHER MEAN FIGHTING SOMEONE TIL THEY BLACK OUT OR DRINKING UNTIL YOU BLACK OUT"
BOXBOI,0,1,BOX CAN BE A WORD FOR VAGINA
BRNREDI,1,1,"MOST LIKELY BORN READY BUT THE RED IN THE MIDDLE STANDS OUT TO ME, GANG REFERENCE"
BROCKLI,0,1,BROCOLLI CAN BE ANOTHER WORD FOR MARIJUNA
BUBLBAT,1,1,"SIMILAR TO BUBBLE BUTT, SEXUAL REFERENCE"
BUD3O,0,1,BUD COULD BE A REFERENCE TO MARIJUANA
BULYGAL,1,1,SOME MAY TAKE OFFENSE TO BULLY
BUTWAIT,1,1,"BUTT, ANOTHER WORD FOR ASS"
CATCHOW,1,1,"CAT, SEXUAL REFERENCE"
CBLUE14,0,1,"BLUE, GANG REFERENCE"
CEYEA,1,1,"CIA, LAW ENFORCEMENT REFERENCE"
CFVCRX,0,1,"RX IS THE SYMBOL FOR PRESCRIPTION DRUGS, DRUG REFERENCE"
CHANGA1,0,1,"CHANGA IS A SHEMONIC DRUG USED IN TRIBAL RITUALS, DRUG REFERENCE"
CHEFG1,1,1,"G, GANG REFERENCE"
CHILLAT,1,1,"THE CH COULD MAKE THE K SOUND, THE PLATE COULD BE PRONOUNCED KILLA, HOSTILE"
CHPONEG,0,1,"THIS PLATE LOOKS LIKE MULTIPLE THINGS TO ME: ""CHOP ONE G"" DRUG REFERENCE, ""G"" GANG REFERENCE, ""CHP"" LAW ENFORCEMENT REFERENCE"
CINCOP8,0,1,"COP, LAW ENFORCEMENT REFERENCE"
CORNHO1,0,1,CORNHOLE IS A VULGAR TERM FOR A PERSONS BUTTHOLE OR IS A WORD TO DESCRIBE TO THE ACT OF ANAL SEX
CPC131O,1,1,"13, GANG REFERENCE"
CUBS1IT,1,1,"1IT LOOKS LIKE LIT, LIT IS A WORD THAT CAN MEAN BEING HIGH OR INTOXICATED"
DAHUSS,1,1,HUSS IS SIMILAR TO HUSSY WHICH CAN BE ANOTHER WORD FOR SLUT
DAMOJOS,1,1,"MOJO CAN BE A WORD MEANING SEXUAL DRIVE OR SEXUAL APPEAL, SEXUAL REFERENCE"
DANASTY,0,1,"""THE NASTY"" IS A TERM MEANING THE ACT OF HAVING SEX, SEXUAL REFERENCE"
DAT1313,0,1,"13, GANG REFERENCE"
DBAGCFH,0,1,"DBAG STANDS OUT TO ME, COULD MEAN DOUCHE BAG, OBSCENE"
DNGBETL,0,1,"DUNG BEETLE, DUNG IS ANOTHER WORD FOR POOP, OBSCENE"
DPORTH8,0,1,"HATE, HOSTILE"
DSAUR13,0,1,"13, GANG REFERENCE"
DZENUT,0,1,"NUT, SEXUAL REFERENCE"
EFFEVS,0,1,EFF COULD ME FUCK
EFNMOOV,0,1,"EFN MEANS FUCKING, FUCKING MOVE, PROFANITY"
ESKUNK1,0,1,SKUNK CAN BE A WORD TO DESCRIBE A TYPE OF MARIJUNA
EXODS14,1,1,"14, GANG REFERENCE"
FKDBOY,0,1,FKD COULD STAND FOR FUCKED
FNL8O55,1,1,"8O5 STANDS OUT TO ME, AREA CODE"
FORCESX,0,1,"LOOKS LIKE IT COULD BE FORCE SEX, HOSTILE AND VOILENT TERM"
FOURU2C,1,1,"YOU, HOSTILE"
FOUR44S,1,1,444 IS A REFERENCE TO A GUN AND TYPE OF BULLET
FRNKIEB,0,1,THE B COULD STAND FOR BITCH
FUQM8,0,1,FUQ SOUNDS LIKE FUCK
FXURFCE,0,1,TOO SIMILAR TO FUCK YOUR FACE AND FIX YOUR FACE COULD BE CONSIDERED HOSTILE TO SOME
F4NCULO,0,1,CULO MEANS ASS IN SPANISH
GATUR6,1,1,"""SHOOT YOUR ASS"" HOSTILE"
GETFLY,1,1,GET FLY IS ANOTHER WAY TO SAY GET HIGH
GHSTGUN,0,1,"GUN, WEAPON REFERENCE"
GIGAT29,1,1,GAT IS ANOTHER WORD FOR GUN
GMOMWGN,1,1,"G MOM WAGON, GANG REFERENCE"
GNZSRNR,0,1,"LOOKS LIKE GUNS RUNNER, WEAPON REFERENCE"
GOBINDG,0,1,"G, GANG REFERENCE"
GOHOOOS,0,1,"LOOKS LIKE GO HOES, PROFANITY"
GRBPSSY,0,1,"GRAB PUSSY, SEXUAL REFERENCE"
GSLILCR,0,1,"""G'S LITTLE CAR"" G, GANG REFERENCE"
GUATQ18,0,1,"18, GANG REFERENCE"
GWNE13,0,1,"13, GANG REFERENCE"
HERSCAT,0,1,"""HER SCAT"" SCAT IS ANOTHER WORD FOR POOP, OBSCENE"
HILDEFC,1,1,THE FC COULD STAND FOR FUCK
HLBYRIG,0,1,"G, GANG REFERENCE"
HOFEI,1,1,"HO, PROFANITY"
HOGDOA,0,1,"DOA CAN STAND FOR DEAD ON ARRIVAL, HOSTILE"
HOODDAT,1,1,MOST LIKELY WHO DAT? BUT HOOD STANDS OUT TO ME
HOSTFU,0,1,HO SHUT THE FUCK UP
HY5BRO,1,1,"HIGH, DRUG REFERENCE"
IDGAS1,0,1,"ID GAS ONE, SOUNDS HOSTILE"
ISUPERB,1,1,"""I SUPER BITCH"" PROFANITY"
ITSFIRE,1,1,FIRE CAN BE A WORD USED TO DESCRIBE HIGH QUALITY MARIJUANA
JCON16,1,1,THE J COULD STAND FOR JOINT
JCRISS,1,1,THE J COULD STAND FOR JOINT
JDOM85,1,1,THE J COULD STAND FOR JOINT
JHITE,1,1,THE J COULD STAND FOR JOINT
JKITCH1,0,1,"JOCK ITCH, DISGUSTING TERM"
JKS1969,1,1,"69, SEXUAL REFERENCE"
JTRMN8R,0,1,TERMINATOR MAY BE OFFENSIVE OR HOSTILE TO SOME
JUSS8YN,1,1,"WITH THE 8 IT MAKES IT SOUND SIMILAR TO JUST SATAN, WHICH SOME MAY FIND OFFENSIVE"
JYAG18,0,1,"18, GANG REFERENCE"
J1956,1,1,THE J COULD STAND FOR JOINT
J4P4RE,0,1,THE 4 MAKES J4P LOOK LIKE JAP WHICH IS A DEROGATORY TERM FOR A JAPANESE PERSON
KIKNRKZ,1,1,"KICKIN ROCKS, SOME COULD TAKE OFFENSE TO IT"
KITTIYU,0,1,"KITTY, SEXUAL REFERENCE"
LELA5O,1,1,"5O, LAW ENFORCEMENT REFERENCE"
LETSPLA,1,1,"LETS PLAY, COULD BE TAKEN AS SEXUAL"
LINDAYG,0,1,"YG COULD STAND FOR YOUNG GANSTER, GANG REFERENCE"
LOWWROD,1,1,"ROD CAN BE ANOTHER WORD FOR PENIS, SEXUAL REFERENCE"
LS7SLYR,0,1,"SLAYER, COULD BE CONSIDERED HOSTILE"
LVEMYSC,1,1,"COULD BE READ AS LOVE MY SAC, SAC COULD STAND FOR SACRAMENTO BUT IT COULD ALSO STAND FOR BALL SACK WHICH IS A SEXUAL REFERENCE"
MMEEEOW,1,1,COUD BE TAKEN AS SEXUAL
MNKEY3,0,1,MONKEY CAN BE A DEROGATORY TERM FOR A PERSON WITH DARK SKIN COMPLEXION
MNORDIE,0,1,THE OR DIE AT THE END COULD BE CONSIDERED HOSTILE
MYTWNGZ,1,1,"LOOKS LIKE IT COULD BE MY TWIN G'S, GANG REFERENCE"
M11283O,0,1,LOOK ALIKE
NEWXXX,0,1,XXX COULD BE TAKEN AS SEXUAL
NSTYTRD,0,1,"TRD IS SIMILAR TO TURD, OBSCENE"
NUGGGET,1,1,NUGGET CAN BE A DEROGATORY TERM USED TOWARD SOMEONE WITH NO ARMS OR LEGS
N1JEFE,1,1,JEFE MEANS BOSS BUT IT IS A TERM USED FREQUENTLY BY GANG OR CARTEL MEMBERS
OGSIX7,0,1,"OG, GANG REFERENCE"
OHGASMS,0,1,"""ORGASMS"" SEXUAL REFERENCE"
OLBLU54,1,1,"BLUE, GANG REFERENCE"
OLBUCKG,0,1,"G, GANG REFERENCE"
OSHINZ,1,1,"TO ME IT IS SIMILAR TO ""OH SHIT"" PROFANITY"
OTHG49S,1,1,"THE G STANDS FOR GANG, GANG REFERENCE"
OZFAN,1,1,"OZ COULD STAND FOR OUNCE, COULD BE A DRUG REFERENCE PERTANING MAINLY TO MARIJUNA"
O9834,1,1,ALL DIGITS
PANDA18,0,1,"18, GANG REFERENCE"
PDOVE,1,1,THE P COULD STAND FOR PUSSY
PJEWELL,1,1,THE P COULD STAND FOR PUSSY
PLZBE18,0,1,"18, GANG REFERENCE"
PNYGANG,0,1,GANG REFERENCE
RDBUL21,1,1,"RED, GANG REFERENCE"
REDFACE,0,1,"RED, GANG REFERENCE"
REDRUMG,0,1,"""G MURDER"" BACKWARDS, GANG REFERENCE AND HOSTILE"
RSLN13,0,1,"13, GANG REFERENCE"
RUNITB,0,1,THE B COULD STAND FOR BITCH
SCHLR18,0,1,"18, GANG REFERENCE"
SIDEBA3,0,1,"""SIDE BAE"" WHICH MEANS SIDE HOE"
SLAPASS,0,1,VULGAR TERM AND SEXUAL REFERENCE
SLAYINN,0,1,SLAYING COULD BE CONSIDERED HOSTILE
SLTYBCH,0,1,"SALTY BITCH, PROFANITY"
SPRBALZ,0,1,"BALLS, SEXUAL REFERENCE"
SPRTSHT,0,1,"SHT IS SIMILAR TO SHIT, PROFANITY"
SSSSSHO,0,1,"HOE, PROFANITY"
STRMTCO,0,1,"TCO IS SIMILAR TO TACO, SEXUAL REFERENCE"
SUESIDE,0,1,"SUICIDE, SOME MAY FIND IT OFFENSIVE"
SUGAR88,0,1,"88, GANG REFERENCE"
SXMCHNE,0,1,"SEX MACHINE, SEXUAL REFERENCE"
SYMS14,0,1,"14, GANG REFERENCE"
TANK148,0,1,"TANK, WEAPON REFERENCE"
TANK957,0,1,"TANK, WEAPON REFERENCE"
THE25OH,1,1,"5O, LAW ENFORCEMENT REFERENCE"
TRFCHTR,0,1,"HATE, HOSTILE"
TTANN,0,1,TT COULD STAND FOR TITTIE
TTGYUL,0,1,TT COULD STAND FOR TITTIE
TTMV323,0,1,AREA CODE
TYFHTER,1,1,"FIGHTER, COULD BE CONSIDERED HOSTILE"
UGNOME,1,1,YOU COULD BE HOSTILE
UNDEALR,1,1,"DEALER STOOD OUT TO ME, COULD BE REFERENCING DRUG DEALER"
VWTHG73,1,1,"THG STANDS FOR THUG, GANG REFERENCE"
WNMWWNW,0,1,ALL THE LETTERS LOOK ALIKE
WUHUNTR,1,1,HUNTER COULD BE CONSIDERED HOSTILE
WYUMAAD,0,1,"""WHY YOU MAD?"" COULD BE CONSIDERED HOSTILE"
XRATEDX,0,1,"X RATED, SEXUAL REFERENCE"
YOULUZZ,0,1,"YOU, HOSTILE"
Z7O7Z,0,1,AREA CODE
1GODIN3,0,1,"13, GANG REFERENCE"
1GZILLA,1,1,ZILLA IS A GANG
12JPB13,0,1,"13, GANG REFERENCE"
12731OG,0,1,"G, GANG REFERENCE"
13123,1,1,ALL DIGITS
1964RAG,1,1,RAG CAN BE A DEROGATORY TERM FOR A WOMAN
2MONK3Y,0,1,MONKEY CAN BE A DEROGATORY TERM FOR A PERSON WITH DARK SKIN COMPLEXION
2OOH8,0,1,"HATE, HOSTILE"
2O589W1,0,1,LOOK ALIKE
24XXX24,0,1,XXX COULD BE TAKEN AS SEXUAL
3EEOTCH,0,1,"BEOTCH, ANOTHER WORD FOR BITCH"
31OH224,0,1,ASSHOLE BACKWARDS
31OH55A,0,1,ASSHOLE BACKWARDS
35713,1,1,ALL DIGITS
4OG71GS,1,1,"THE G STANDS OUT, GANG REFERENCE"
42OGROW,0,1,"42O, DRUG REFERENCE TO MARIJUANA"
5S5SS5S,0,1,THE LETTERS AND NUMBERS ALL LOOK ALIKE
515OKTY,0,1,"CRAZY KITTY, COULD BE TAKEN AS SEXUAL"
6VICKY9,0,1,"69, SEXUAL REFERENCE (NO 69 ON RECORD)"
61FMB,1,1,FMB COULD STAND FOR FUCK ME BOOTS
619KINE,0,1,AREA CODE
619VERO,0,1,AREA CODE
62DO12G,0,1,"G, GANG REFERENCE"
64GLASS,1,1,"GLASS CAN BE ANOTHER WORD FOR METH, DRUG REFERENCE"
69CADEE,1,1,"69, SEXUAL REFERENCE (69 CADI ON RECORD)"
8LUSSO8,0,1,"88, GANG REFERENCE"
8MDLS88,0,1,"88, GANG REFERENCE"
8O5BOSS,0,1,AREA CODE
811GS,1,1,"G, GANG REFERENCE"
88XJ4X4,0,1,"88, GANG REFERENCE"
BLU#ADA,1,1,"BLUE, GANG REFERENCE"
OH#OFCR,0,1,"OFFICER, LAW ENFORCEMENT REFERENCE"
I$NIPPY,0,1,"NIPPY COULD STAND FOR NIPPLE, SEXUAL REFERENCE"
PRS$STI,1,1,STI CAN STAND FOR SEXUAL TRANSMITTED INFECTION
LOVOVH8,1,1,"LOVE OF HATE, HOSTILE"
BTFL13,0,1,"13, GANG REFERENCE"
TRMNTR,0,1,TERMINATOR MAY BE OFFENSIVE OR HOSTILE TO SOME
FNGATOR,0,1,"FN CAN STAND FOR FUCKING, PROFANITY AND GATO MEANS CAT, SEXUAL REFERENCE"
X5OCAL,0,1,"COULD BE REFERENCING A 5O CALIBER BULLER, WEAPON REFERENCE"
DWHSLR,1,1,"THE D COULD STAND FOR DICK, DICK WHISTLER (NAME IS DAVID WHISTLER)"
AWFMY6,0,1,"OFF MY 6 OR OFF MY ASS, SOME MAY FIND HOSTILE"
BCHPLUM,1,1,"BCH, CAN BE SHORT FOR BITCH"
BLUEGS,1,1,"BLUE AND G, GANG REFERENCE"
BON3SAW,0,1,"BONESAW, SOME MAY FIND IT OFFENSIVE (BONESAW LISTED AS UNACCEPTABLE)"
CKPRNCS,1,1,"CK CAN STAND FOR CRIP KILLA, CRIP KILLA PRINCESS, COULD BE A GANG REFERENCE"
EXTRMSS,1,1,"COULD BE EXTREME ASS, SEXUAL REFERENCE (MULTIPLE CHEVYS ON ANI)"
FNPARNT,0,1,"FN CAN STAND FOR FUCKING, PROFANITY"
GNN,1,1,"SIMILAR TO GUN, WEAPON REFERENCE"
GOOBLUU,1,1,"BLUE, GANG REFERENCE"
HIPAY,1,1,"HIGH, DRUG REFERENCE"
H8TRUMP,0,1,"HATE, HOSTILE"
IDO1214,1,1,"14, GANG REFERENCE"
IMMOJO,1,1,"MOJO CAN BE A WORD MEANING SEXUAL DRIVE OR SEXUAL APPEAL, SEXUAL REFERENCE"
KATZBMW,1,1,"CATS, SEXUAL REFERENCE"
LIBTARD,0,1,"TARD, SHORT FOR RETARD WHICH IS A DEROGATORY TERM FOR A PERSON WITH A DISABILITY"
MNMNMNN,0,1,THE LETTERS ALL LOOK THE SAME
MRSV2U,1,1,"YOU, HOSTILE"
MYPNUT2,0,1,"NUTS, SEXUAL REFERENCE"
ODDDOOD,0,1,THE LETTERS ALL LOOK THE SAME
O71829P,0,1,LOOK ALIKE
QURYSFX,0,1,FX COULD STAND FOR FUCKS
RDBAERN,1,1,"RED, GANG REFERENCE"
SLUGLUV,1,1,"SLUG CAN BE ANOTHER WORD FOR BULLET, WEAPON REFERENCE"
WHATFDA,0,1,FDA CAN STAND FOR FUCK DAT ASS
YUH8TN1,0,1,"HATE, HOSTILE"
ZRFXGVN,0,1,ZERO FUCKS GIVEN
1JEFE,1,1,JEFE MEANS BOSS BUT IT IS A TERM USED FREQUENTLY BY GANG OR CARTEL MEMBERS
88JWQ88,0,1,"88, GANG REFERENCE"
BMBUCAT,1,1,"CAT, SEXUAL REFERENCE"
GVEJAR,1,1,"G, GANG REFERENCE"
KLRADV,1,1,"KILLER, HOSTILE (KAWASAKI ON ANI)"
SXYBAGR,0,1,BADGER CAN BE ANOTHER WORD FOR VAGINA
HALTH8,1,1,"HATE, HOSTILE"
1321,0,1,"13, GANG REFERENCE"
AHUGPRN,1,1,PULLED FOR PRN (Plate already released. Denying would require a recall)
ASCOT 18,1,1,18 = GANG NUMBER (Ascot Limousine Service)
BEEEBZZ,1,1,PULLED FOR BZ (CUSTOMERS NAME IS BEEBEE)
BYRNE IT,0,1,"MARIJUANA REFERENCE (Legacy plate, name is BYRNE)"
CHEEKS M,1,1,"PULLED FOR CHEEKS (CHEEKS already released, customer is Mary Cheeks)"
D BK 9,1,1,PULLED FOR BK
FYBIGFF,0,1,FYB = FUCK YOU BITCH
HELLCUB,1,1,PULLED FOR HELL (2015 dodge on record)
KAY BOSS,1,1,PULLED FOR BOSS
KEGSTER,0,1,INAPPROPRIATE?
LAK CK,1,1,PULLED FOR CK
LTTLE 5O,1,1,PULLED FOR 5O (Ford Trucks on record)
OG 69LRK,1,1,PULLED FOR OG (1969 BUICK ON ANI)
